box-body href,direct-chat-msg,direct-chat-msg (2)
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=727,"  Soalan

Soalan: Bolehkah orang Islam berniaga barang perhiasan berbentuk khinzir seperti patung, tabung, hiasan meja dan sebagainya?","Jawapan  

Merujuk kepada persoalan tuan, orang Islam boleh berniaga barangan tersebut kerana hanya perhiasan. Adapun, sebaiknya hendaklah dielakkan kerana boleh menimbulkan fitnah. Menjual barangan seperti patung adalah dilarang sebagaimana hadith yang diriwayatkan daripada Jabir bin Abdillah RA di Mekah sewaktu penaklukan Kota Mekah, bahawa beliau mendengar Rasulullah SAW bersabda : إِنَّ اللَّهَ وَرَسُولَهُ حَرَّمَ بَيْعَ الْخَمْرِ وَالْمَيْتَةِ وَالْخِنْزِيرِ وَالأَصْنَامِ Maksudnya : “Sesungguhnya, Allah dan Rasul-Nya mengharamkan jual beli khamar, bangkai, babi, dan patung.” (Riwayat al-Bukhari) والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=736,"  Soalan

Soalan: Apakah hukum sebagai pemandu grab dimana pemandu wajib mengeluarkan sejumlah wang deposit dan hanya akan menerima kembali wang daripada syarikat grab sebanyak 80 peratus apabila selesai melakukan pekerjaan penghantaran pelanggan dari destinasi ke destinasi. Adakah ini dikira sebagai riba ?","Jawapan  

Merujuk kepada persoalan tuan, apa yang difahami dalam situasi ini adalah pemandu grab mempunyai deposit yang mana jumlah minima adalah RM 20.00 dalam sistem e-wallet dan hanya dipotong sebanyak 20% dari upah sesuatu trip. Sebagai contoh, Ali menerima penumpang dan trip berharga RM 5.00. Ali menerima upah trip secara tunai RM 5.00 dari penumpang. Dalam masa yang sama Syarikat GRAB telah memotong RM 1.00 (20% upah trip) melalui deposit RM 20.00 yang disimpan dalam e-Wallet. Jika ini yang dimaksudkan, ianya adalah harus dan bukan riba’, kerana pemotongan itu adalah upah/syer/yuran kepada syarikat yang menjalankan sistem GRAB serta ianya telah dipersetujui antara syarikat dan pemandu. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=747,"  Soalan

Soalan: Assalamualaikum tuan mufti, Apakah hukum melabur di ASB?","Jawapan  

Merujuk kepada persoalan saudara, hukum melabur di ASB adalah harus. Penjelasan lanjutnya boleh layari laman web Jabatan ini di link berikut : http://www.muftiselangor.gov.my/fatwa-personalisation/fatwa-tahunan/keputusan-fatwa-xwarta/2017/685-fatwa-pelaburan-pemrodalan-nasional-berhad-pnb Begitu juga penjelasan yang berbentuk video di link berikut : http://www.muftiselangor.gov.my/component/allvideoshare/video/latest/fatwa-pelaburan-pnb-dalam-asnb والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=756,"  Soalan

Soalan: Assalamualaikum, maaf saya nak bertanyakan status halal pelaburan dalam ASB dan ASN bagi tahun 2019. Adakah majlis fatwa selangor sudah menghalal kan pelaburan itu? Terima Kasih.","Jawapan  

Merujuk kepada persoalan saudara; 1. Mesyuarat Jawatankuasa Fatwa Negeri Selangor Kali Ke-3/2017 yang bersidang pada 27 April 2017 bersamaan 30 Rajab 1438H memutuskan bahawa: i. Hukum pelaburan Permodalan Nasional Berhad (PNB) dalam Amanah Saham Nasional Berhad (ASNB) adalah harus kerana peratusan pelaburan saham syarikat patuh syarak telah melepasi 66% mengikut piawaian Suruhanjaya Sekuriti. Pengharusan ini ertinya, الحكم يدور مع علته وجودا وعدماiaitu fiqhiyyah kaedah berdasarkan “Hukum Berubah Menurut Perubahan ‘Illah (sebab)”; ii. PNB hendaklah meneruskan usaha-usaha penambahbaikan bagi memastikan pelaburan tersebut menepati syarak sepenuhnya; dan iii. Keharusan hukum pelaburan ini akan dikaji semula selepas 3 tahun dan sekurang-kurangnya peratusan pelaburan patuh syarak melebihi 75%. 2. Walau apapun pandangan daripada individu tertentu berkenaan fatwa tersebut, puan dinasihatkan untuk merujuk kepada fatwa yang telah diputuskan oleh Jawatankuasa Fatwa sebagai pihak berautoriti dalam mengeluarkan hukum syarak. 3. Persoalan tersebut tidak timbul dengan adanya keharusan dalam pelaburan tersebut. 4. Justeru, terpulang kepada pihak puan untuk membuat pilihan sama ada meneruskan pelaburan (merujuk kepada fatwa) atau sebaliknya (mengikut niat) termasuk mengagihkan dividen kepada yang memerlukan. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=784,"  Soalan

Soalan: Salam, saya membuat pelaburan forex. Fatwa kebangsaan memutuskan forex trading adalah haram. Saya membuat pelaburan melalui satu syarikat. Syarikat tesebut berjanji jika rugi pihaknya akan membayar semula modal. Tetapi malangnya rugi. Syarikat tersebut terpaksa membayar duit pelabur dengan menggunakan forex trading. Adakah halal saya menerima modal saya daripda hasil forex trading oleh syarikat tersebut?maksudnya syarikat terpaksa membuat forex trading untuk membayar modal saya sedangkan forex trading itu diharamkan oleh fatwa kebangsaan. Saya agak keliru.","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan, Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia Kali Ke-98 yang bersidang pada 13-15 Februari 2012 telah memutuskan bahawa perdagangan pertukaran mata wang asing (forex) oleh individu secara lani (individual spot forex) melalui platfom elektronik yang ada pada masa ini adalah haram kerana ia bercanggah dengan kehendak syarak dan juga tidak sah dari sisi undang-undang negara. Selaras dengan itu, umat Islam adalah dilarang daripada melibatkan diri dalam perdagangan mata wang seumpama ini. Adapun, terima daripada syarikat adalah harus. Firman Allah SWTdi dalam surah al-An'am ayat 164 :

ولَا تَكْسِبُ كُلُّ نَفْسٍ إِلَّا عَلَيْهَا وَلَا تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ

Maksudnya : Dan tiadalah (kejahatan) yang diusahakan oleh tiap-tiap seorang melainkan orang itulah sahaja yang menanggung dosanya; dan seseorang yang boleh memikul tidak akan memikul dosa perbuatan orang lain (bahkan dosa usahanya sahaja).

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=788,"  Soalan

Soalan: Salam, caj bulanan bagi penyelenggaraan di apartment telah ditetapkan kepada semua pemilik. Apa hukumnya dikenakan caj/denda lewat bayar 10% sekiranya pemilik lewat bayar? Untuk makluman, setiap tahun yuran tertunggak pemilik rumah semakin meningkat sedangkan pengurusan perlukan wang untuk mengurus. Sekiranya caj 10% adalah riba, apakah kaedah yang boleh laksanakan.?","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan, pihak pengurusan apartment yang dilantik boleh mengenakan caj denda ke atas penghuni yang lewat membayar caj/kos penyelenggaraan yang telah ditetapkan, kerana pihak pengurusan terpaksa menanggung kos penyelengaraan setiap kali melaksanakan penyelenggaraan.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=790,"  Soalan

Soalan: Assalamualaikum Tn/Pn, Sebelum ini saya tinggal di Shah Alam tetapi sekarang tinggal di luar negara. Mohon maaf, boleh saya bertanya 2 soalan mengenai pendapatan? 1. Apakah hukum duit pendapatan (setiap kali jual beli) peniaga-peniaga Islam yang berniaga (contohnya sayur-sayuran atau buah-buahan) di tepi jalan, sedangkan mereka tidak mempunyai lesen kebenaran berniaga dari pihak berkuasa? 2. Apakah hukum duit pendapatan (terlebih kerja 1 hari) kepada seseorang yang hanya dibenarkan oleh kerajaan untuk bekerja 5 hari sahaja dalam seminggu (syarat ini tertulis di dalam visa sementaranya) walaupun syarikat tempatnya bekerja telah mengetahui syarat tersebut tetapi masih membenarkannya untuk bekerja 6 hari atau 7 hari seminggu sekiranya dia mahu untuk bekerja 6 hari atau 7 hari tersebut?","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan:

1. Hasil pendapatannya halal dan jual belinya sah mengikut hukum Syarak. Namun ia menyalahi dari sudut pematuhan undang-undang yang berkuatkuasa.

2. Pendapatan hasil kerjanya adalah halal, namun ia menyalahi peraturan yang telah ditetapkan.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=794,"  Soalan

Soalan: Assalamualaikum WBT Saya ingin membuat pertanyaan terhadap status wang yang saya terima hasil dari upah seperti situasi berikut: Saya mempunyai sedikit kelebihan dalam bidang Multimedia, rakan saya telah meminta bantuan saya untuk menyediakan ""Hard Disk Karaoke"" supaya beliau dapat menggunakan Hard Disk tersebut semasa menganjurkan majlis perkhawinan. Untuk makluman, beliau mempunyai syarikat katering majlis perkahwinan yang turut menyediakan perkhidmatan pengacaraan termasuk karaoke. Saya tidak mahu menerima wang upah dari beliau, namun beliau tetap berkeras ingin memberi upah kepada saya atas masa, tenaga yang saya korbankan untuk membantu beliau. Jumlah upah yang diberikan adalah sebanyak RM 120. Saya berasa musykil mengenai status wang ini memandangkan ianya hasil dari perkara yang pada akhirnya membawa kepada kelalaian umat. Pertanyaan saya: a. Adakah halal bagi saya menggunakan wang tersebut (patuh syarak) b. sekiranya tidak, bagaimana saya hendak menyalurkan wang tersebut?","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan, hasil duit yang tuan terima berkaitan perkhidmatan yang telah diberikan adalah halal dan boleh digunakan.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=798,"  Soalan

Soalan: Salam, saya hendak beli emas baru, saya menjual emas lama dan tambah sedikit harga untuk emas baru. Dibolehkan atau tidak?","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan, urusan jual beli emas tersebut adalah dibenarkan dengan syarat puan menjual dahulu emas lama tersebut, dan terima duitnya. Setelah selesai, barulah puan boleh membeli emas yang baharu dengan akad yang baharu. Hadith yang diriwayatkan daripada Ubadah Ibnu Samit katanya, Rasulullah SAW bersabda :

الذهب بالذهب والفضة بالفضة والبر بالبر والشعير بالشعير والتمر بالتمر والملح بالملح مثلا بمثل سواء بسواء يدا بيد فإذا اختلفت هذه الأصناف فبيعوا كيف شئتم إذا كان يدا بيد

Maksudnya : Emas dengan emas, perak dengan perak, gandum dengan gandum, barli dengan barli, tamar dengan tamar, garam dengan garam, di dalam pertukaran dan jual beli sama jenis hendaklah sama jumlah tukaran, diserah-terima pada masa yang sama, apabila jenis barangan ini berbeza, maka berjual belilah sebagaimana dikehendaki tetapi hendaklah secara serah terima (secara lani). (Riwayat Muslim)

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=816,"  Soalan

Soalan: Salam, saya ingin bertanyakan berkenaan wasiat, adakah dibolehkan jika saksi hanya membuat rakaman suara tetapi tidak hadir di tempat ketika wasiat itu ditulis ?","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan, wasiat adalah pemberian harta oleh pewasiat kepada penerima wasiat selepas kematian pewasiat. Terdapat empat rukun wasiat yang perlu ada bagi setiap akad wasiat seperti yang dinyatakan di dalam kitab Al Muktamad Fil Fiqh Asy-Syafi’i karangan Dr. Muhamad Az-Zuhaili iaitu ;

i Al Musi iaitu pewasiat

ii Al Muso lahu iaitu penerima wasiat

iii Al Muso bihi iaitu harta yang diwasiatkan

iv Sighah iaitu akad wasiat yang terbahagi kepada tiga kaedah yakni samada secara bertulis, lisan dan isyarat.

Penyaksian di dalam wasiat hanya disyaratkan pada wasiat kaedah lisan dan isyarat demi menjaga maslahah orang Islam dan mengelak pertikaian. Perkara ini dinyatakan di dalam Enakmen Wasiat Orang Islam (Selangor) 1999, seksyen 3(2) Sesuatu wasiat lisan atau wasiat dengan isyarat hendaklah dibuat di hadapan sekurang - kurangnya dua orang saksi yang boleh diterima sebagai saksi menurut hukum Syarak. Berbalik kepada persoalan puan, wasiat secara bertulis tidak disyaratkan adanya saksi. Walau bagaimanapun, jika didatangkan saksi pada wasiat secara bertulis, perkara tersebut adalah amat digalakkan di dalam Islam dan saksi hendaklah hadir ditempat wasiat tersebut ditulis.

والله أعلم بالصواب

Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=820,"  Soalan

Soalan: Salam, apakah hukum sebagai pemandu e-hailing di mana wang deposit di e-wallet akan di ambil oleh syarikat e-hailing sebanyak 20 peratus ketika berjumpa dengan penumpang akan tetapi pekerjaan menghantarnya belum selesai ? Terdapat gharar di dalam akad tersebut di mana penumpang mungkin membatalkan perjalanan atau pemandu mempunyai masalah untuk menghabiskan perjalanan tersebut dan tidak menerima langsung apa-apa jumlah bayaran untuk perkerjaan tersebut walaupun e-wallet pemandu telah di potong dan di ambil bayaran sebagai komisyen sebanyak 20 peratus. Adakah gharar ini di maafkan oleh syarak ?","Jawapan  

وعليكم السلام ورحمة الله وبركاته  
الحمد لله رب العالمين والصلاة والسلام على أشرف الأنبياء المرسلين وعلى أله وصحبه أجمعين أما بعد

Merujuk kepada persoalan yang diajukan, 20% daripada e-wallet yang dipotong oleh syarikat pengendali e-hailing adalah merupakan caj atas penggunaan aplikasi yang disediakan oleh syarikat tersebut. Jika pemotongan adalah atas dasar sebab di atas, maka pemotongan tersebut adalah diharuskan. Sama seperti bayaran komisen yang dibayar oleh mana-mana individu atau syarikat yang berjaya membawa pelanggan baru untuk ke kedai mereka. Sekalipun pembelian belum dibuat, tetapi bayaran komisen adalah atas dasar berjaya membawa pelanggan baru ke kedai tersebut.

والله أعلم بالصواب

Sekian, terima kasih."
